,City,Lat.,Lon.,Max. Temp.,Humidity,Cloudiness,Windspeed,Country,Date
396,Eskişehir,39.7767,30.5206,75.2,23,75,11.5,TR,1618678887
398,Vilhena,-12.7406,-60.1458,82.4,74,75,5.75,BR,1618679042
399,Hong Kong,22.2855,114.1577,73.99,82,95,1.99,HK,1618679042
400,Winkler,49.1817,-97.941,51.8,43,74,8.05,CA,1618678940
401,Broome,42.2506,-75.833,46.99,61,90,12.66,US,1618679043
402,Ambilobe,-13.2,49.05,76.84,89,37,2.55,MG,1618679043
403,Saint-Pierre,-21.3393,55.4781,77.0,78,90,9.22,RE,1618679043
404,Arshan',46.2732,44.22,51.8,93,40,13.42,RU,1618679044
405,Betioky,-23.7167,44.3833,63.91,44,0,13.8,MG,1618679044
406,Galesong,-5.3166,119.3661,75.2,100,80,2.3,ID,1618679045
407,Acapulco de Juárez,16.8634,-99.8901,82.4,65,40,6.69,MX,1618678947
408,Serrinha,-11.6642,-39.0075,86.65,42,57,10.96,BR,1618679045
409,Zeya,53.75,127.2667,27.63,81,4,4.97,RU,1618679045
410,Acaraú,-2.8856,-40.12,84.61,68,63,14.81,BR,1618679046
411,Dvinskoy Bereznik,62.8551,42.7072,42.49,78,39,5.75,RU,1618679046
412,Zhoucheng,35.9122,116.3117,46.11,23,51,5.5,CN,1618679046
413,Águas Formosas,-17.0822,-40.9358,86.09,41,47,5.23,BR,1618679047
414,Guozhen,34.3659,107.359,55.36,35,100,1.19,CN,1618679047
415,Repalle,16.0167,80.85,84.2,74,0,4.61,IN,1618679047
416,Walvis Bay,-22.9575,14.5053,93.2,21,89,14.97,NA,1618679048
418,Kautokeino,69.0125,23.0412,26.82,93,26,6.04,NO,1618679048
419,Ixtapa,20.7,-105.2,78.8,61,1,6.91,MX,1618679049
421,Riverton,40.5219,-111.9391,50.0,53,1,5.35,US,1618679049
422,Belmonte,-15.8631,-38.8828,82.4,69,40,10.36,BR,1618679049
423,Karachi,24.9056,67.0822,82.4,74,20,8.05,PK,1618679050
424,San Juan,-31.5375,-68.5364,83.44,35,0,4.74,AR,1618679050
425,Lucea,18.451,-78.1736,86.0,70,40,20.71,JM,1618679050
426,Faya,18.3851,42.4509,62.6,63,40,9.22,SA,1618679051
427,San Quintín,30.4833,-115.95,62.06,68,23,12.88,MX,1618679051
428,Ascoli Piceno,42.8548,13.5749,52.0,50,100,1.01,IT,1618679051
430,Mayo,38.8876,-76.5119,57.99,50,90,4.61,US,1618679052
431,Hobyo,5.3505,48.5268,83.7,67,5,17.0,SO,1618679052
432,Sobolevo,54.4299,31.8996,51.46,85,97,15.35,RU,1618679053
433,Chumikan,54.7183,135.315,19.15,98,29,1.57,RU,1618679053
434,Pechora,65.1472,57.2244,25.11,91,74,12.41,RU,1618679053
435,Rivadavia,-33.1905,-68.4608,75.2,43,0,6.91,AR,1618678819
436,Ulladulla,-35.35,150.4667,53.01,100,75,4.56,AU,1618679054
438,Eyl,7.9803,49.8164,82.11,72,1,13.71,SO,1618679054
439,Provideniya,64.3833,-173.3,29.46,96,100,5.39,RU,1618679055
440,Santa Barbara,34.7333,-120.0343,62.01,81,75,3.89,US,1618678859
441,Gambēla,8.25,34.5833,89.85,25,70,1.48,ET,1618679055
443,Bhūm,18.4667,75.6667,91.8,16,17,7.45,IN,1618679056
444,Reno,39.5296,-119.8138,54.0,24,20,18.41,US,1618679056
445,Kahului,20.8947,-156.47,66.99,94,20,3.69,US,1618679056
446,Novominskaya,46.3163,38.9586,46.87,70,92,4.38,RU,1618679057
447,Florianópolis,-27.6146,-48.5012,77.0,69,40,9.22,BR,1618679033
448,Ninghai,29.2892,121.4247,54.0,76,0,2.24,CN,1618679057
450,Chiang Khong,20.2613,100.4046,71.6,100,75,3.44,TH,1618679058
451,Am Timan,11.0297,20.2827,96.93,6,20,2.68,TD,1618679058
453,Fresnillo,23.1667,-102.8833,71.6,10,40,10.36,MX,1618679058
454,Jindřichův Hradec,49.144,15.003,39.0,85,100,4.0,CZ,1618679059
455,Sibolga,1.7427,98.7792,76.55,87,97,2.98,ID,1618679059
456,Charters Towers,-20.1,146.2667,67.39,90,3,5.12,AU,1618679059
457,La Libertad,-2.2333,-80.9,82.4,69,0,5.75,EC,1618679060
458,Tchamba,9.0333,1.4167,92.71,38,58,9.28,TG,1618679060
459,Dingle,10.9995,122.6711,77.72,81,100,10.45,PH,1618679060
460,Buluang,13.3068,123.3425,75.99,86,100,8.95,PH,1618679061
461,Dombarovskiy,50.7587,59.5386,55.71,48,38,9.33,RU,1618679061
462,Nishihara,26.1842,127.7558,68.0,68,20,20.71,JP,1618679062
463,Sydney,-33.8679,151.2073,55.99,82,0,6.91,AU,1618678971
464,Colesberg,-30.72,25.0972,62.28,19,0,3.24,ZA,1618679062
465,Bridlington,54.0831,-0.1919,48.2,43,100,5.75,GB,1618679062
466,Haines Junction,60.7522,-137.5108,41.0,52,88,1.14,CA,1618679063
468,Varna,43.2167,27.9167,48.2,57,0,8.05,BG,1618678861
469,Manggar,-2.8833,108.2667,80.19,74,100,2.89,ID,1618679063
470,Kisangani,0.5167,25.2,81.27,65,65,2.46,CD,1618679064
471,Sechura,-5.5569,-80.8222,79.7,59,100,8.37,PE,1618679064
472,Cienfuegos,22.1461,-80.4356,84.2,65,20,13.8,CU,1618678930
473,Chimbote,-9.0853,-78.5783,73.33,72,97,10.83,PE,1618678821
475,Kotma,23.2,81.9667,81.27,20,19,4.07,IN,1618679065
476,Dickinson,29.4608,-95.0513,62.01,72,90,16.11,US,1618678848
477,Frutal,-20.0247,-48.9406,88.57,35,24,8.55,BR,1618679065
478,Binga,-17.6203,27.3414,73.62,54,95,5.03,ZW,1618679066
479,Palana,59.1167,159.9667,21.74,87,84,17.25,RU,1618679066
481,The Pas,53.8251,-101.2541,44.6,53,75,8.05,CA,1618679062
483,Hurghada,27.2574,33.8129,91.4,13,0,4.88,EG,1618679067
484,Bontang,0.1333,117.5,76.37,90,98,6.2,ID,1618679067
485,Changanācheri,9.4667,76.55,78.13,89,100,3.4,IN,1618679067
486,Kiryat Gat,31.61,34.7642,73.0,56,46,8.43,IL,1618679068
487,Rio Claro,-22.4114,-47.5614,82.99,47,0,8.05,BR,1618679068
489,Tocopilla,-22.092,-70.1979,70.39,70,9,6.73,CL,1618679069
490,Haifa,32.8156,34.9892,73.4,56,0,1.14,IL,1618679069
491,Skibbereen,51.55,-9.2667,48.2,71,75,11.5,IE,1618679069
493,Baharly,38.4362,57.4316,73.45,29,2,5.32,TM,1618679070
494,Zhireken,52.8249,117.3076,37.99,53,73,2.77,RU,1618679070
495,Pinhão,-25.6956,-51.6597,69.26,62,95,3.27,BR,1618679070
496,Morro Bay,35.3658,-120.8499,51.8,82,20,6.55,US,1618678787
497,Bahía Solano,6.2262,-77.4044,83.28,69,58,3.65,CO,1618679071
498,Okhotsk,59.3833,143.3,23.0,96,100,7.18,RU,1618679071
499,Solnechnyy,50.7214,136.6319,29.89,96,56,2.84,RU,1618679072
500,Baykit,61.67,96.37,4.51,98,82,1.48,RU,1618679072
501,Mikhaylovka,50.06,43.2379,48.31,76,28,3.78,RU,1618679072
502,São João da Barra,-21.6403,-41.0511,82.4,57,75,11.5,BR,1618679073
503,Misratah,32.3754,15.0925,62.26,78,100,19.75,LY,1618679073
504,Bismarck,46.8083,-100.7837,48.99,53,1,8.05,US,1618678805
505,Harar,9.3094,42.1258,63.03,74,83,1.16,ET,1618679074
506,Borbon,10.838,124.0297,78.8,89,90,4.61,PH,1618679074
507,Waddān,29.1614,16.139,90.25,17,75,20.38,LY,1618679074
508,Maués,-3.3836,-57.7186,81.97,80,96,1.77,BR,1618679075
509,Tupik,54.4253,119.9327,29.17,86,88,3.87,RU,1618679075
510,Westport,41.1415,-73.3579,53.01,50,90,12.66,US,1618679075
511,Belaya Gora,68.5333,146.4167,5.14,94,91,4.52,RU,1618679076
513,Viedma,-40.8135,-62.9967,74.95,31,24,9.91,AR,1618679076
514,Orsha,54.5153,30.4053,60.8,39,40,6.71,BY,1618679076
515,Mugur-Aksy,50.35,90.5,32.18,75,34,5.5,RU,1618679077
517,Verkhoyansk,67.5447,133.385,8.11,75,81,10.18,RU,1618679077
518,Asău,46.4333,26.4,50.0,35,100,3.89,RO,1618679078
519,Fairfield,41.2668,-73.3162,51.01,57,90,6.91,US,1618678782
520,Abbeville,50.1,1.8333,51.01,51,28,13.24,FR,1618679078
521,Ledyard Center,41.4398,-72.0142,50.0,61,90,12.66,US,1618679078
522,San Andrés,12.5847,-81.7006,84.2,79,75,14.97,CO,1618679002
523,Tongzi,28.7829,105.0877,58.91,95,100,2.24,CN,1618679080
524,Cunduacán,18.0667,-93.1667,93.2,52,75,6.91,MX,1618679080
525,Oistins,13.0667,-59.5333,86.0,58,75,21.85,BB,1618678801
526,Severnyy,50.677,36.5532,50.0,62,75,11.18,RU,1618679081
527,San Carlos,9.6612,-68.5827,91.06,42,68,5.95,VE,1618679081
529,Rosita,13.9268,-84.4032,91.54,46,100,4.23,NI,1618679082
530,Quirinópolis,-18.4483,-50.4517,88.75,37,18,7.34,BR,1618679082
531,Jalu,29.0331,21.5482,99.99,5,34,10.54,LY,1618679082
532,Pochutla,15.7432,-96.4661,87.01,62,75,9.22,MX,1618679083
533,Henties Bay,-22.116,14.2845,80.01,45,100,7.0,NA,1618679083
534,Taoudenni,22.6783,-3.9836,94.57,10,3,9.17,ML,1618679083
535,Gao,16.6362,1.637,103.41,4,99,6.46,ML,1618679084
536,Temirtau,50.0544,72.9483,39.2,81,0,6.71,KZ,1618678802
537,Camaná,-16.6228,-72.7111,72.23,70,27,9.51,PE,1618679084
538,Adrar,20.5022,-10.0711,89.94,13,0,11.41,MR,1618678937
539,Sigulda,57.1519,24.8647,60.01,45,97,6.93,LV,1618679085
540,Gobabis,-22.45,18.9667,65.05,48,89,14.72,NA,1618679085
541,Quang Ngai,15.1167,108.8,71.87,91,4,4.29,VN,1618679085
542,Berzence,46.2091,17.1481,48.2,61,90,6.91,HU,1618679086
543,Chitipa,-9.7024,33.2697,61.5,96,54,4.29,MW,1618679086
544,Poum,-20.2333,164.0167,77.52,77,29,14.9,NC,1618679086
545,Muravlenko,63.7898,74.523,-0.83,94,26,11.43,RU,1618679087
546,Nanortalik,60.1432,-45.2371,25.66,52,1,36.24,GL,1618679087
547,Soe,-9.8607,124.284,64.56,92,53,3.47,ID,1618679087
548,Conde,-7.2597,-34.9075,78.8,100,40,9.22,BR,1618679088
549,‘Āhuimanu,21.4447,-157.8378,69.8,88,90,4.61,US,1618679088
550,Kuril'sk,45.2333,147.8833,37.31,90,100,14.29,RU,1618679088
551,Port Hedland,-20.3167,118.5667,75.2,60,40,8.05,AU,1618679089
552,Biltine,14.5333,20.9167,93.43,5,4,10.0,TD,1618679089
553,Ukiah,39.1502,-123.2078,66.99,45,1,1.19,US,1618679089
554,Kieta,-6.2167,155.6333,78.46,84,100,3.44,PG,1618679090
555,Evinayong,1.4368,10.5512,73.35,95,95,2.55,GQ,1618679090
556,Korčula,42.9622,17.1369,55.4,44,75,8.05,HR,1618679090
557,Vrede,-27.4257,29.1659,55.02,40,72,2.39,ZA,1618679092
558,Winnemucca,40.973,-117.7357,53.6,26,1,12.66,US,1618679092
559,Nyandoma,61.669,40.1991,39.96,76,34,4.14,RU,1618679093
560,Baiyin,36.5583,104.2081,41.0,36,0,4.47,CN,1618679093
561,Joshīmath,30.5667,79.5667,49.55,86,100,4.72,IN,1618679093
562,Panguna,-6.3164,155.4848,68.31,95,100,1.99,PG,1618679094
563,Bilma,18.6853,12.9164,98.01,5,11,10.16,NE,1618679094
565,Gawān,28.4333,78.35,76.14,43,17,6.46,IN,1618679094
566,Wamba,8.9333,8.6,91.96,38,95,4.88,NG,1618679095
567,Comodoro Rivadavia,-45.8667,-67.5,66.2,39,0,9.22,AR,1618679095
568,Forsytheganj,52.6333,29.7333,48.16,71,100,3.67,BY,1618679095
569,Tulsīpur,28.131,82.2973,70.83,43,23,7.67,NP,1618679096
570,Matelica,43.2541,13.0106,51.01,62,100,1.99,IT,1618679096
571,Amlamé,7.4667,0.9,86.05,57,85,7.18,TG,1618679096
572,Olafsvik,64.8945,-23.7142,37.58,85,100,14.12,IS,1618679097
573,Kenitra,34.261,-6.5802,68.0,68,75,10.36,MA,1618679097
574,Mandalgovi,45.7625,106.2708,46.29,15,0,13.56,MN,1618679097
575,Taltal,-25.4,-70.4833,68.13,69,18,6.49,CL,1618679098
576,Scalea,39.813,15.7956,55.02,68,94,1.12,IT,1618679098
577,Belokurikha,51.9959,84.9896,29.05,95,53,3.62,RU,1618679098
578,Port Macquarie,-31.4333,152.9167,55.0,99,97,1.01,AU,1618679099
579,Praia,14.9215,-23.5087,75.2,64,20,21.85,CV,1618679099
580,San Ramon,37.7799,-121.978,64.0,71,40,2.42,US,1618679099
581,Banda Aceh,5.5577,95.3222,80.19,78,51,5.61,ID,1618678867
583,Pemba,-12.974,40.5178,80.6,78,40,18.41,MZ,1618679100
584,Alappuzha,9.49,76.3264,82.67,76,100,3.31,IN,1618679100
