,City,Lat.,Lon.,Max. Temp.,Humidity,Cloudiness,Windspeed,Country,Date
400,Phichit,16.25,100.4167,307.59,79,20,1.54,TH,1618635298
401,Jumla,29.2747,82.1838,288.43,39,99,3.21,NP,1618635298
402,Batagay,67.6333,134.6333,270.43,84,100,3.37,RU,1618635299
403,Karpathos,35.507,27.2132,291.15,77,100,7.72,GR,1618635299
404,Tucupita,9.0622,-62.051,294.84,89,54,1.55,VE,1618635299
405,Monrovia,6.3005,-10.7969,296.15,94,75,0.43,LR,1618635300
406,Tuni,17.35,82.55,306.4,46,1,3.12,IN,1618635300
407,Karratha,-20.7377,116.8463,306.91,28,1,7.03,AU,1618635301
409,Alenquer,-1.9417,-54.7383,298.15,94,75,1.54,BR,1618635301
410,Nome,64.5011,-165.4064,272.15,93,90,2.06,US,1618635301
411,Paso de los Toros,-32.8167,-56.5167,290.07,91,0,2.83,UY,1618635302
412,Ulagan,50.6321,87.9563,284.34,29,72,5.24,RU,1618635302
413,Teya,60.3778,92.6267,264.87,64,53,3.89,RU,1618635303
414,Mareeba,-17.0,145.4333,303.15,58,75,6.17,AU,1618635303
415,Thaba-Tseka,-29.522,28.6084,279.16,56,69,1.32,LS,1618635303
416,Brazzaville,-4.2658,15.2832,296.15,88,20,1.03,CG,1618635304
419,Isiro,2.7739,27.616,292.82,95,58,0.98,CD,1618635305
420,Livingstone,-17.8419,25.8543,287.06,57,10,2.21,ZM,1618635306
423,Gornopravdinsk,60.05,69.9,275.76,47,100,5.48,RU,1618635307
424,Akhmeta,42.0311,45.2075,287.15,67,0,1.03,GE,1618635307
425,Vaitape,-16.5167,-151.75,301.22,72,31,3.43,PF,1618635308
426,Yaan,7.3833,8.5667,298.18,79,100,3.07,NG,1618635308
427,Kalakamati,-20.5929,27.3121,288.15,88,75,5.14,BW,1618635308
428,Podgornoye,51.735,39.1496,279.15,93,75,5.0,RU,1618635309
429,Waharoa,-37.7667,175.7667,290.37,56,5,2.24,NZ,1618635309
430,Yārāda,17.65,83.2667,304.0,58,3,4.05,IN,1618635309
431,At-Bashi,41.1702,75.8106,282.19,50,100,1.01,KG,1618635310
432,Jérémie,18.65,-74.1167,297.37,75,11,1.13,HT,1618635026
433,Alofi,-19.0595,-169.9187,300.15,74,10,3.6,NU,1618635310
434,Deputatsky,69.3,139.9,261.63,89,83,2.24,RU,1618635310
435,Khanpur,28.6453,70.6567,301.34,33,0,1.83,PK,1618635311
436,Ileza,61.0533,43.9002,278.24,69,13,1.7,RU,1618635311
437,Marawi,7.9986,124.2928,301.48,83,100,2.68,PH,1618635311
438,Lompoc,34.6391,-120.4579,284.15,82,20,4.63,US,1618635312
439,Letlhakane,-21.4167,25.5833,289.46,73,24,7.82,BW,1618635312
440,Katobu,-4.9408,122.5276,304.49,55,62,0.18,ID,1618635313
441,Zemio,5.0314,25.1361,296.12,73,87,1.01,CF,1618635313
442,Chokwé,-24.5333,32.9833,289.79,84,79,4.26,MZ,1618635313
443,Pavino,59.1139,46.1414,278.98,63,0,2.26,RU,1618635314
444,Eskil,38.4017,33.4131,287.59,51,98,2.92,TR,1618635314
445,Tura,25.5198,90.2201,306.46,31,4,2.61,IN,1618635314
446,Yeniseysk,58.4497,92.1703,267.77,53,10,3.97,RU,1618635315
447,Lugazi,0.3772,32.9197,292.15,94,90,1.24,UG,1618635315
448,Vera Cruz,-12.6333,-41.0333,294.15,88,40,1.03,BR,1618635315
449,El Salvador,13.8333,-88.9167,298.15,88,20,1.54,SV,1618635180
450,Ixtapa,20.7,-105.2,295.15,83,1,0.84,MX,1618635316
451,Ous,60.9058,61.5186,277.89,56,98,6.42,RU,1618635316
452,Taltal,-25.4,-70.4833,289.78,84,25,1.23,CL,1618635316
453,Folldal,62.1325,9.9968,266.37,95,62,1.91,NO,1618635317
455,Ponta Delgada,37.7333,-25.6667,290.15,94,90,5.14,PT,1618635317
456,Barie,44.5725,-0.1104,274.82,80,6,0.89,FR,1618635318
458,Bukavu,-2.5083,28.8608,289.98,95,99,0.72,CD,1618635318
459,São Filipe,14.8961,-24.4956,294.66,74,1,5.76,CV,1618635319
460,Haines Junction,60.7522,-137.5108,280.15,49,100,2.06,CA,1618635319
461,Sinnamary,5.3833,-52.95,298.55,81,87,4.92,GF,1618635319
462,Limbang,4.75,115.0,304.15,66,75,3.6,MY,1618635320
463,Charlestown,-32.95,151.6667,288.71,94,100,1.81,AU,1618635320
464,Aras,42.5617,-2.356,275.15,80,0,3.6,ES,1618635320
465,Guiratinga,-16.3494,-53.7583,293.86,83,8,0.57,BR,1618635321
466,Sangar,63.9242,127.4739,271.58,71,78,4.66,RU,1618635321
468,Saint-Joseph,-21.3667,55.6167,302.15,65,40,1.54,RE,1618635321
469,Madimba,-10.4,40.3333,296.15,94,20,8.23,TZ,1618635322
470,Soavinandriana,-19.1667,46.7333,289.48,89,100,0.29,MG,1618635322
471,Spilimbergo,46.1125,12.8969,277.59,77,35,2.39,IT,1618635322
472,Brae,60.3964,-1.353,278.77,89,97,4.36,GB,1618635323
473,Dauriya,49.9333,116.8667,285.92,19,1,6.7,RU,1618635323
474,Greenville,35.6127,-77.3663,284.15,76,1,3.79,US,1618635301
475,Pangnirtung,66.1451,-65.7125,250.12,84,18,3.07,CA,1618635324
476,Augusto Corrêa,-1.0217,-46.635,296.53,96,100,0.97,BR,1618635324
477,Rawson,-43.3002,-65.1023,289.08,47,8,2.38,AR,1618635324
478,Impfondo,1.6381,18.0667,295.13,96,95,1.16,CG,1618635325
479,Kpandu,6.9954,0.2931,298.12,85,100,2.29,GH,1618635325
480,Malé,4.1748,73.5089,303.15,74,20,2.57,MV,1618635214
482,Paamiut,61.994,-49.6678,260.34,61,58,5.25,GL,1618635326
483,Hualmay,-11.0964,-77.6139,292.38,87,98,3.08,PE,1618635326
484,Putëvka,53.2583,34.2878,279.15,93,0,1.0,RU,1618635326
486,Isangel,-19.55,169.2667,301.15,83,75,3.6,VU,1618635327
487,Pak Phanang,8.3511,100.202,307.59,55,20,2.57,TH,1618635327
488,Shenzhen,22.5455,114.0683,299.26,89,99,0.33,CN,1618635165
489,Shirokiy,49.758,129.523,283.23,58,90,2.33,RU,1618635328
490,Souillac,-20.5167,57.5167,300.15,83,75,5.14,MU,1618635328
491,Namatanai,-3.6667,152.4333,298.81,86,98,3.16,PG,1618635328
492,Bathsheba,13.2167,-59.5167,299.15,69,40,7.72,BB,1618635329
493,Rabo de Peixe,37.8,-25.5833,290.15,94,90,5.14,PT,1618635329
494,Kaduna,10.5222,7.4383,296.49,73,100,1.99,NG,1618635329
495,Tongren,27.7172,109.1853,293.36,63,100,2.13,CN,1618635330
496,Ol'ga,43.7444,135.2892,282.64,64,41,3.12,RU,1618635330
497,Manturovo,58.3353,44.7619,278.54,64,2,3.33,RU,1618635330
498,Vila Franca do Campo,37.7167,-25.4333,290.15,94,90,5.14,PT,1618635331
499,Rouvroy,50.3925,2.904,277.15,87,0,4.63,FR,1618635331
500,San Cristobal,7.7669,-72.225,292.07,93,53,1.28,VE,1618635332
501,Sawākin,19.1059,37.3321,299.56,58,27,3.95,SD,1618635332
502,Ocampo,21.65,-101.5,291.26,19,0,5.04,MX,1618635332
503,Vostok,46.4856,135.8833,283.71,28,95,4.67,RU,1618635333
504,Klyavlino,54.2649,52.0267,283.05,66,11,5.71,RU,1618635333
505,Nushki,29.5542,66.0215,297.19,17,0,2.36,PK,1618635067
507,Nādaun,31.7833,76.35,297.76,43,100,2.03,IN,1618635334
508,Juba,4.8517,31.5825,299.08,59,19,3.25,SS,1618635334
509,Chauk,20.8833,94.8167,303.1,38,83,1.26,MM,1618635334
510,Shebalino,51.2917,85.6772,284.74,41,100,3.0,RU,1618635335
511,Grindavik,63.8424,-22.4338,277.15,81,75,8.75,IS,1618635335
512,Kununurra,-15.7667,128.7333,306.15,27,63,6.17,AU,1618635335
513,Qaqortoq,60.7167,-46.0333,265.15,35,0,2.57,GL,1618635336
514,Cockburn Town,21.4612,-71.1419,297.84,74,8,5.59,TC,1618635336
515,Bac Giang,21.2667,106.2,296.15,88,75,3.6,VN,1618635336
516,Yong’an,39.6957,113.6871,281.74,13,0,8.0,CN,1618635337
517,Kapit,2.0167,112.9333,305.31,56,83,0.49,MY,1618635337
518,Huai Thalaeng,14.997,102.6475,304.82,89,40,1.03,TH,1618635338
519,Gushikawa,26.3544,127.8686,298.15,73,90,7.2,JP,1618635338
520,Sisimiut,66.9395,-53.6735,258.24,82,100,3.21,GL,1618635338
521,Shimoda,34.6667,138.95,290.15,77,75,3.09,JP,1618635339
522,Pokhara,28.2333,83.9833,304.61,14,58,4.71,NP,1618635339
523,Fairbanks,64.8378,-147.7164,281.15,56,1,0.81,US,1618635302
524,Shache,38.4167,77.2406,291.92,23,100,5.72,CN,1618635339
525,Tazovsky,67.4667,78.7,258.56,86,100,4.78,RU,1618635340
526,Saint-Augustin,51.226,-58.6502,272.01,77,27,4.55,CA,1618635340
527,Gazojak,41.1875,61.4036,296.92,17,44,3.78,TM,1618635340
529,Zhangaözen,43.3,52.8,290.25,30,2,1.25,KZ,1618635341
530,Svetlaya,46.5389,138.3297,280.33,72,71,5.12,RU,1618635341
531,Linkou,45.3,130.2833,284.41,31,72,3.32,CN,1618635342
532,Fundão,-19.9341,-40.4047,294.15,94,75,2.06,BR,1618635342
533,Amga,60.8953,131.9608,276.47,85,100,6.51,RU,1618635342
534,Safi,32.2994,-9.2372,288.5,88,68,4.74,MA,1618635343
535,Yarmouth,41.7057,-70.2286,278.15,87,90,9.8,US,1618635343
536,Pozo Colorado,-23.4923,-58.7972,293.94,91,29,2.57,PY,1618635343
537,Saint Anthony,45.0205,-93.218,282.59,52,1,2.88,US,1618635344
538,Qasigiannguit,68.8193,-51.1922,258.15,72,90,5.14,GL,1618635344
539,Avera,33.194,-82.5271,286.15,87,1,1.87,US,1618635344
540,Ust-Nera,64.5667,143.2,268.8,75,100,3.06,RU,1618635345
541,Yarim,14.298,44.3779,289.09,31,29,1.93,YE,1618635345
543,Soria,41.6667,-2.6667,273.71,72,5,3.58,ES,1618635346
544,Udachny,66.4167,112.4,267.41,91,99,13.54,RU,1618635346
545,Scottsbluff,41.8666,-103.6672,275.37,87,90,2.57,US,1618635346
546,Egvekinot,66.3167,-179.1667,271.2,99,100,5.36,RU,1618635347
547,Zeya,53.75,127.2667,279.98,44,57,2.4,RU,1618635347
548,Hambantota,6.1241,81.1185,302.15,89,40,4.63,LK,1618635347
549,Kiunga,-6.1219,141.2906,303.85,67,98,1.72,PG,1618635348
550,Abnūb,27.2696,31.1511,290.15,48,0,4.12,EG,1618635348
551,Gao,16.6362,1.637,302.2,6,69,3.52,ML,1618635348
552,Nishihara,26.1842,127.7558,298.15,83,75,6.69,JP,1618635349
554,Maxixe,-23.8597,35.3472,293.15,73,75,4.12,MZ,1618635349
555,Sobolevo,54.4299,31.8996,281.44,80,30,2.38,RU,1618635350
556,Mozarlândia,-14.7447,-50.5706,294.63,88,19,0.28,BR,1618635350
558,Huarmey,-10.0681,-78.1522,293.04,86,99,3.15,PE,1618635350
559,Branford,41.2795,-72.8151,279.26,90,75,5.16,US,1618635351
560,Arjawinangun,-6.6453,108.4103,304.4,58,83,2.88,ID,1618635351
561,Clyde River,70.4692,-68.5914,259.15,78,75,6.17,CA,1618635351
562,Alekseyevsk,57.8406,108.3492,274.61,72,100,4.86,RU,1618635352
563,Mt. Pleasant,32.7941,-79.8626,288.15,94,100,1.74,US,1618635352
564,Tezu,27.9167,96.1667,306.94,24,74,2.23,IN,1618635352
565,Jasidih,24.5167,86.65,311.57,10,13,3.6,IN,1618635353
566,Fort Nelson,58.8053,-122.7002,282.15,43,40,1.03,CA,1618635341
567,Bilibino,68.0546,166.4372,268.9,72,100,2.47,RU,1618635353
568,San Juan,-31.5375,-68.5364,295.73,45,72,0.8,AR,1618635354
569,Lubango,-14.9172,13.4925,288.15,79,64,1.66,AO,1618635354
570,Zyryanka,65.75,150.85,270.62,72,7,8.56,RU,1618635354
571,Kampong Thom,12.7111,104.8887,305.8,52,95,2.08,KH,1618635355
572,Paracuru,-3.41,-39.0306,300.15,78,40,4.12,BR,1618635355
573,Caracollo,-14.9165,-70.6603,277.61,54,51,1.28,PE,1618635355
574,Santiago de Compostela,42.8805,-8.5457,277.15,75,0,3.6,ES,1618635356
575,Lumut,4.2323,100.6298,305.15,62,20,2.57,MY,1618635356
576,Lewiston,44.1003,-70.2148,276.15,93,90,6.69,US,1618635343
577,Brufut,13.3814,-16.7518,293.15,88,3,4.63,GM,1618635357
578,Mabay,6.0577,124.4666,300.95,80,100,4.29,PH,1618635357
580,Hohhot,40.8106,111.6522,282.15,25,0,5.0,CN,1618635357
581,Jemnice,49.019,15.5699,275.37,87,100,1.79,CZ,1618635358
582,Husavik,66.0449,-17.3389,278.15,52,40,7.2,IS,1618635358
583,Qingquan,30.4511,115.2559,297.21,37,100,3.67,CN,1618635359
584,Soe,-9.8607,124.284,299.12,58,49,4.16,ID,1618635359
585,Ilulissat,69.2167,-51.1,258.15,72,90,5.14,GL,1618635359
586,Charyshskoye,51.3978,83.5598,282.33,83,100,2.67,RU,1618635360
588,Qinzhou,21.95,108.6167,299.35,70,100,3.31,CN,1618635360
589,Novyy Nekouz,57.9029,38.07,279.29,69,52,5.0,RU,1618635361
590,Ola,59.5833,151.2833,269.92,80,100,3.62,RU,1618635361
591,Bangangté,5.1409,10.5198,289.97,82,100,1.57,CM,1618635361
592,Joshīmath,30.5667,79.5667,288.77,77,100,1.47,IN,1618635362
593,São João da Barra,-21.6403,-41.0511,294.62,85,26,1.85,BR,1618635201
594,Zhicheng,30.2956,111.5047,293.19,49,100,4.63,CN,1618635362
595,Koundara,12.4833,-13.3,298.43,60,34,3.24,GN,1618635363
596,Beyla,8.6833,-8.6333,293.59,89,100,0.58,GN,1618635308
598,Zwedru,6.0667,-8.1281,296.44,96,100,1.3,LR,1618635065
599,Morón,-34.6534,-58.6198,293.15,85,58,1.71,AR,1618635093
600,Son La,21.3167,103.9,297.98,69,99,1.0,VN,1618635364
601,Poum,-20.2333,164.0167,299.12,73,35,2.76,NC,1618635364
603,Fenoarivo,-18.933,47.4354,290.15,100,75,0.51,MG,1618635365
604,Zabaykal'sk,49.6333,117.3167,285.27,20,1,6.16,RU,1618635365
605,Kazachinskoye,57.6953,93.2761,268.62,51,3,4.49,RU,1618635366
606,Sørland,67.667,12.6934,277.91,84,1,8.24,NO,1618635366
607,Burnie,-41.0667,145.9167,292.59,67,82,2.68,AU,1618635366
608,Xining,36.6167,101.7667,281.4,25,100,1.41,CN,1618635367
609,Tiarei,-17.5333,-149.3333,301.15,74,20,4.12,PF,1618635367
610,Strelka,58.0728,93.0344,268.05,53,4,4.43,RU,1618635367
611,Dunedin,-45.8742,170.5036,284.85,57,56,1.44,NZ,1618635175
612,Marystown,47.1666,-55.1483,273.88,83,12,7.25,CA,1618635368
613,Suksun,57.1431,57.3949,278.53,44,8,4.07,RU,1618635368
614,Sakaiminato,35.55,133.2333,292.15,77,75,1.54,JP,1618635368
615,Thaba Nchu,-29.2093,26.839,280.15,81,0,2.06,ZA,1618635369
616,Marabu,4.4148,114.0089,302.15,74,40,3.96,MY,1618635369
618,Praia,14.9215,-23.5087,293.15,77,20,8.75,CV,1618635370
619,Deyang,31.1302,104.382,289.26,85,100,1.79,CN,1618635136
620,Sūsangerd,31.5608,48.1831,297.15,38,98,1.03,IR,1618635370
621,Buala,-8.145,159.5921,302.44,71,72,1.74,SB,1618635370
622,Kiryat Gat,31.61,34.7642,294.82,67,0,0.51,IL,1618635364
623,Severo-Yeniseyskiy,60.3725,93.0408,262.71,65,58,4.29,RU,1618635371
624,Tessalit,20.1986,1.0114,301.05,13,100,3.91,ML,1618635371
625,Porterville,36.0652,-119.0168,290.15,48,1,2.29,US,1618635372
